Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2021;Art,Art;Licence AES;1;1.0;0
2021;Art,Art;Licence Arts;1;1.0;1
2021;Art,Art;Licence Génie civil;0;0.0;0
2021;Art,Art;Licence Histoire;1;0.0;0
2021;Art,Art;Licence Langues et littératures étrangères;0;0.0;0
2021;Art,Art;Licence MASS;0;0.0;0
2021;Art,Art;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Art,Art;Licence Pluri Sciences;0;0.0;0
2021;Art,Art;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2021;Art,Art;Licence Sciences juridiques;0;0.0;0
2021;Art,Art;BUT Production;1;0.0;0
2021;Art,Art;BTS Agricole;0;0.0;0
2021;Art,Art;BTS Production;0;0.0;0
2021;Art,Art;Ecoles de Commerce;0;0.0;0
2021;Art,HGGSP;Licence Archéologie, Ethno, Préhistoire, Anthropologie;94;47.0;10
2021;Art,HGGSP;Licence Histoire;1315;1093.0;428
2021;Art,HGGSP;Licence LEA;175;107.0;36
2021;Art,HGGSP;Licence Mathématiques et informatique;0;0.0;0
2021;Art,HGGSP;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;6;3.0;1
2021;Art,HGGSP;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,HGGSP;Licence Sciences du langage - Linguistique;102;63.0;15
2021;Art,HGGSP;BTS Production;106;17.0;5
2021;Art,HLP;Licence AES;49;18.0;4
2021;Art,HLP;Licence Arts;1928;1516.0;720
2021;Art,HLP;Licence Géographie;69;26.0;5
2021;Art,HLP;Licence Langues et littératures étrangères;488;362.0;119
2021;Art,HLP;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,HLP;Licence Sciences et technologies industrielles;18;9.0;4
2021;Art,HLP;CPGE S;73;12.0;4
2021;Art,HLP;D.E sanitaire;76;20.0;15
2021;Art,HLP;DEUST;82;27.0;15
2021;Art,HLP;Ensemble des bacheliers;3487;3087.0;2587
2021;Art,LLCER;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Art,LLCER;Licence Géographie;83;39.0;11
2021;Art,LLCER;Licence Mathématiques;7;2.0;0
2021;Art,LLCER;Licence Mathématiques et informatique;0;0.0;0
2021;Art,LLCER;Licence Pluri Lettres - Langues - Sciences humaines;257;160.0;35
2021;Art,LLCER;Licence Pluri Lettres - Sciences du langage - Arts;31;21.0;1
2021;Art,LLCER;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,LLCER;Licence Sciences de l univers, de la terre, de l espace;5;0.0;0
2021;Art,LLCER;Licence Sciences de la vie, biologie, santé;16;4.0;1
2021;Art,LLCER;Licence Sciences religieuses;2;2.0;1
2021;Art,LLCER;Licence Sciences économiques;16;2.0;1
2021;Art,LLCER;Licence Sociologie, Démographie;313;199.0;49
2021;Art,LLCER;BUT Service;547;111.0;51
2021;Art,LLCER;CPGE L;349;199.0;88
2021;Art,LLCER;Ensemble des bacheliers;6475;5623.0;4615
2021;Art,Maths;Licence Formation générale aux métiers de l ingénieur;23;9.0;3
2021;Art,Maths;Licence Informatique;78;42.0;16
2021;Art,Maths;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;Art,Maths;Licence Sociologie, Démographie;67;50.0;6
2021;Art,Maths;Ecoles de Commerce;33;18.0;14
2021;Art,NSI;Licence MASS;4;2.0;1
2021;Art,NSI;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Art,NSI;Licence Pluri Langues;0;0.0;0
2021;Art,NSI;Licence Sciences du langage - Linguistique;7;5.0;0
2021;Art,NSI;BUT Service;33;6.0;1
2021;Art,NSI;Formations d'ART;213;57.0;35
2021;Art,NSI;DCG;2;0.0;0
2021;Art,NSI;Sciences po;1;0.0;0
2021;Art,Physique-Chimie;Licence Arts;307;240.0;102
2021;Art,Physique-Chimie;Licence LEA;35;26.0;4
2021;Art,Physique-Chimie;Licence Langues et littératures françaises;30;14.0;3
2021;Art,Physique-Chimie;Licence Mathématiques et informatique;0;0.0;0
2021;Art,Physique-Chimie;Licence Physique et chimie;20;9.0;1
2021;Art,Physique-Chimie;Licence Pluri Langues;0;0.0;0
2021;Art,Physique-Chimie;Licence Psychologie, Sciences cognitives;45;29.0;9
2021;Art,Physique-Chimie;Licence Sciences de l éducation;12;5.0;2
2021;Art,Physique-Chimie;Licence Sciences politiques;7;1.0;0
2021;Art,Physique-Chimie;BUT Production;89;28.0;15
2021;Art,Physique-Chimie;CPGE L;23;19.0;7
2021;Art,Physique-Chimie;DCG;2;1.0;0
2021;Art,SES;Licence Formation générale aux métiers de l ingénieur;2;0.0;0
2021;Art,SES;Licence LEA;187;135.0;46
2021;Art,SES;Licence Physique;1;0.0;0
2021;Art,SES;Licence Physique et chimie;0;0.0;0
2021;Art,SES;Licence Pluri Lettres - Langues - Sciences humaines;60;44.0;10
2021;Art,SES;Licence Pluri Sciences humaines et sociales;9;1.0;0
2021;Art,SES;Licence Pluri Sciences économiques - Gestion;313;160.0;42
2021;Art,SES;Licence Sciences du langage - Linguistique;75;41.0;10
2021;Art,SES;Licence Sciences religieuses;1;0.0;0
2021;Art,SES;PASS;15;1.0;0
2021;Art,SES;BTS Agricole;44;26.0;5
2021;Art,SES;CPGE ECG;48;16.0;5
2021;Art,SES;CPGE L;67;45.0;19
2021;Art,SI;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2021;Art,SI;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Art,SI;Licence Formation générale aux métiers de l ingénieur;2;0.0;0
2021;Art,SI;Licence Histoire;4;3.0;1
2021;Art,SI;Licence MASS;0;0.0;0
2021;Art,SI;Licence Mathématiques;0;0.0;0
2021;Art,SI;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Art,SI;Licence Physique et chimie;0;0.0;0
2021;Art,SI;Licence Pluri Sciences;0;0.0;0
2021;Art,SI;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,SI;Licence STAPS;5;4.0;4
2021;Art,SI;Licence Sciences de l univers, de la terre, de l espace;1;0.0;0
2021;Art,SI;Licence Sciences religieuses;0;0.0;0
2021;Art,SI;Licence Sociologie, Démographie;0;0.0;0
2021;Art,SI;PASS;0;0.0;0
2021;Art,SI;BUT Production;9;3.0;1
2021;Art,SI;BTS Service;14;5.0;2
2021;Art,SVT;Licence Chimie;33;12.0;4
2021;Art,SVT;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Art,SVT;Licence Génie civil;1;1.0;0
2021;Art,SVT;Licence Informatique;20;7.0;5
2021;Art,SVT;Licence Langues et littératures françaises;56;37.0;8
2021;Art,SVT;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Art,SVT;Licence Pluri Lettres - Langues - Sciences humaines;11;6.0;1
2021;Art,SVT;Licence Pluri Sciences;13;5.0;2
2021;Art,SVT;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,SVT;Licence STAPS;171;81.0;52
2021;Art,SVT;Licence Sciences de l information et de la communication;32;12.0;3
2021;Art,SVT;Licence Sciences de l éducation;57;28.0;13
2021;Art,SVT;Licence Sciences de la vie, biologie, santé;196;82.0;30
2021;Art,SVT;Licence Sciences économiques;5;2.0;1
2021;Art,SVT;Formations d'ART;277;79.0;42
2021;Art,SVT;DCG;1;0.0;0
2021;Biologie-Ecologie,HGGSP;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Biologie-Ecologie,HGGSP;Licence Formation générale aux métiers de l ingénieur;1;1.0;1
2021;Biologie-Ecologie,HGGSP;Licence Géographie;2;2.0;1
2021;Biologie-Ecologie,HGGSP;Licence LEA;3;2.0;0
2021;Biologie-Ecologie,HGGSP;Licence Physique;0;0.0;0
2021;Biologie-Ecologie,HGGSP;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2021;Biologie-Ecologie,HGGSP;Licence Pluri Sciences;1;0.0;0
2021;Biologie-Ecologie,HGGSP;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Biologie-Ecologie,HGGSP;Licence Psychologie, Sciences cognitives;2;0.0;0
2021;Biologie-Ecologie,HGGSP;Licence Sciences du langage - Linguistique;2;2.0;0
2021;Biologie-Ecologie,HGGSP;PASS;0;0.0;0
2021;Biologie-Ecologie,HGGSP;BUT Service;1;0.0;0
2021;Biologie-Ecologie,HGGSP;CPGE S;1;0.0;0
2021;Biologie-Ecologie,HGGSP;Ecoles d'ingénieurs;1;0.0;0
2021;Biologie-Ecologie,HGGSP;D.E  social;0;0.0;0
2021;Biologie-Ecologie,HGGSP;D.E sanitaire;1;1.0;1
2021;Biologie-Ecologie,HGGSP;DCG;0;0.0;0
2021;Biologie-Ecologie,HLP;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Biologie-Ecologie,HLP;Licence Informatique;0;0.0;0
2021;Biologie-Ecologie,HLP;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Biologie-Ecologie,HLP;Licence Physique;0;0.0;0
2021;Biologie-Ecologie,HLP;Licence Pluri Sciences humaines et sociales;0;0.0;0
2021;Biologie-Ecologie,HLP;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2021;Biologie-Ecologie,HLP;Licence Sciences de la vie, biologie, santé;0;0.0;0
2021;Biologie-Ecologie,HLP;Licence Sciences du langage - Linguistique;1;0.0;0
2021;Biologie-Ecologie,HLP;Licence L.AS;2;0.0;0
2021;Biologie-Ecologie,HLP;PASS;0;0.0;0
2021;Biologie-Ecologie,HLP;BTS Production;0;0.0;0
2021;Biologie-Ecologie,HLP;CPGE L;0;0.0;0
2021;Biologie-Ecologie,HLP;CPGE S;0;0.0;0
2021;Biologie-Ecologie,HLP;Ecoles d'ingénieurs;0;0.0;0
2021;Biologie-Ecologie,HLP;Formations des écoles nationales vétérinaires;0;0.0;0
2021;Biologie-Ecologie,HLP;Ensemble des bacheliers;2;2.0;2
2021;Biologie-Ecologie,LLCER;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2021;Biologie-Ecologie,LLCER;Licence Génie civil;0;0.0;0
2021;Biologie-Ecologie,LLCER;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2021;Biologie-Ecologie,LLCER;Licence STAPS;1;1.0;1
2021;Biologie-Ecologie,LLCER;Licence Sciences de gestion;0;0.0;0
2021;Biologie-Ecologie,LLCER;Licence Sciences du langage - Linguistique;0;0.0;0
2021;Biologie-Ecologie,LLCER;Licence Sciences et technologies industrielles;0;0.0;0
2021;Biologie-Ecologie,LLCER;Licence Sciences religieuses;0;0.0;0
2021;Biologie-Ecologie,LLCER;Licence Sciences économiques;0;0.0;0
2021;Biologie-Ecologie,LLCER;CPGE S;0;0.0;0
2021;Biologie-Ecologie,LLCER;Autres formations;0;0.0;0
2021;Biologie-Ecologie,LLCER;DCG;0;0.0;0
2021;Biologie-Ecologie,Maths;Licence Formation générale aux métiers de l ingénieur;24;5.0;0
2021;Biologie-Ecologie,Maths;Licence Histoire;18;16.0;2
2021;Biologie-Ecologie,Maths;Licence Pluri Lettres - Langues - Sciences humaines;2;1.0;0
2021;Biologie-Ecologie,Maths;Licence Pluri Sciences économiques - Gestion;22;17.0;4
2021;Biologie-Ecologie,Maths;Licence Sciences de l univers, de la terre, de l espace;57;13.0;1
2021;Biologie-Ecologie,Maths;Licence Sciences et technologies industrielles;11;6.0;1
2021;Biologie-Ecologie,Maths;Licence L.AS;298;39.0;14
2021;Biologie-Ecologie,Maths;CPGE L;2;1.0;1
2021;Biologie-Ecologie,Maths;CPGE S;61;21.0;11
2021;Biologie-Ecologie,Maths;Ecoles de Commerce;8;8.0;5
2021;Biologie-Ecologie,Maths;D.E sanitaire;53;27.0;18
2021;Biologie-Ecologie,Maths;DCG;7;5.0;3
2021;Biologie-Ecologie,Maths;DEUST;12;6.0;3
2021;Biologie-Ecologie,Physique-Chimie;Licence AES;14;11.0;4
2021;Biologie-Ecologie,Physique-Chimie;Licence Géographie;22;16.0;2
2021;Biologie-Ecologie,Physique-Chimie;Licence Langues et littératures étrangères;45;29.0;7
2021;Biologie-Ecologie,Physique-Chimie;Licence Physique;100;22.0;4
2021;Biologie-Ecologie,Physique-Chimie;Licence Physique et chimie;105;33.0;4
2021;Biologie-Ecologie,Physique-Chimie;Licence Pluri Lettres - Sciences du langage - Arts;3;1.0;0
2021;Biologie-Ecologie,Physique-Chimie;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;288;130.0;29
2021;Biologie-Ecologie,Physique-Chimie;Licence Sciences de gestion;12;1.0;0
2021;Biologie-Ecologie,Physique-Chimie;Licence Sciences de l information et de la communication;12;4.0;3
2021;Biologie-Ecologie,Physique-Chimie;Licence Sciences de la vie, biologie, santé;637;356.0;95
2021;Biologie-Ecologie,Physique-Chimie;BTS Agricole;452;345.0;164
2021;Biologie-Ecologie,Physique-Chimie;Ecoles d'ingénieurs;158;99.0;72
2021;Biologie-Ecologie,Physique-Chimie;D.E sanitaire;177;91.0;58
2021;Biologie-Ecologie,Physique-Chimie;Autres formations;135;28.0;15
2021;Biologie-Ecologie,Physique-Chimie;CUPGE;5;1.0;0
2021;Biologie-Ecologie,SES;Licence Chimie;0;0.0;0
2021;Biologie-Ecologie,SES;Licence Génie civil;0;0.0;0
2021;Biologie-Ecologie,SES;Licence LEA;1;1.0;1
2021;Biologie-Ecologie,SES;Licence MASS;0;0.0;0
2021;Biologie-Ecologie,SES;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2021;Biologie-Ecologie,SES;Licence Pluri Sciences;0;0.0;0
2021;Biologie-Ecologie,SES;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Biologie-Ecologie,SES;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Biologie-Ecologie,SES;Licence Sciences de gestion;0;0.0;0
2021;Biologie-Ecologie,SES;Licence Sciences de la vie, biologie, santé;1;0.0;0
2021;Biologie-Ecologie,SES;Licence Sciences du langage - Linguistique;1;1.0;0
2021;Biologie-Ecologie,SES;Licence Sciences religieuses;0;0.0;0
2021;Biologie-Ecologie,SES;DCG;0;0.0;0
2021;HGGSP,HLP;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;HGGSP,HLP;Licence Informatique;17;5.0;1
2021;HGGSP,HLP;Licence Mathématiques;19;3.0;1
2021;HGGSP,HLP;Licence Mathématiques et informatique;0;0.0;0
2021;HGGSP,HLP;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;HGGSP,HLP;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;32;1.0;1
2021;HGGSP,HLP;Licence Pluri Sciences économiques - Gestion;254;107.0;24
2021;HGGSP,HLP;Licence Sciences de l information et de la communication;1038;549.0;195
2021;HGGSP,HLP;Licence Sciences de l univers, de la terre, de l espace;16;0.0;0
2021;HGGSP,HLP;Licence Sciences religieuses;36;29.0;2
2021;HGGSP,HLP;BUT Production;202;23.0;6
2021;HGGSP,HLP;BTS Agricole;115;56.0;24
2021;HGGSP,HLP;BTS Production;159;16.0;3
2021;HGGSP,HLP;BTS Service;1837;745.0;291
2021;HGGSP,HLP;Ecoles d'ingénieurs;5;0.0;0
2021;HGGSP,HLP;Ecoles de Commerce;153;69.0;37
2021;HGGSP,HLP;D.E sanitaire;366;87.0;56
2021;HGGSP,HLP;Autres formations;1236;348.0;140
2021;HGGSP,HLP;Formations des écoles nationales vétérinaires;7;0.0;0
2021;HGGSP,LLCER;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;HGGSP,LLCER;Licence Formation générale aux métiers de l ingénieur;13;1.0;0
2021;HGGSP,LLCER;Licence LEA;5860;4730.0;2005
2021;HGGSP,LLCER;Licence Langues et littératures françaises;2239;1464.0;324
2021;HGGSP,LLCER;Licence Physique et chimie;8;1.0;0
2021;HGGSP,LLCER;Licence Sciences religieuses;10;8.0;1
2021;HGGSP,LLCER;Autres formations;1733;477.0;220
2021;HGGSP,LLCER;CUPGE;32;12.0;3
2021;HGGSP,NSI;Licence Arts;35;21.0;14
2021;HGGSP,NSI;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;HGGSP,NSI;Licence Géographie;43;33.0;9
2021;HGGSP,NSI;Licence LEA;24;16.0;4
2021;HGGSP,NSI;Licence Mathématiques;17;3.0;2
2021;HGGSP,NSI;Licence Mathématiques et informatique;0;0.0;0
2021;HGGSP,NSI;Licence Physique et chimie;8;0.0;0
2021;HGGSP,NSI;Licence Pluri Lettres - Sciences du langage - Arts;2;2.0;1
2021;HGGSP,NSI;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;HGGSP,NSI;Licence Sciences du langage - Linguistique;2;1.0;1
2021;HGGSP,NSI;Licence Sciences religieuses;1;0.0;0
2021;HGGSP,NSI;Licence L.AS;149;8.0;2
2021;HGGSP,NSI;CPGE L;7;1.0;0
2021;HGGSP,NSI;Formations d'ART;34;11.0;4
2021;HGGSP,NSI;DCG;3;1.0;1
2021;HLP,LLCER;Licence AES;276;132.0;39
2021;HLP,LLCER;Licence Arts;1800;1184.0;545
2021;HLP,LLCER;Licence Formation générale aux métiers de l ingénieur;3;1.0;0
2021;HLP,LLCER;Licence Philosophie, Epistémologie;1220;878.0;184
2021;HLP,LLCER;Licence Physique et chimie;1;1.0;0
2021;HLP,LLCER;Licence Pluri Lettres - Sciences du langage - Arts;224;168.0;27
2021;HLP,LLCER;Licence Pluri Sciences;33;17.0;5
2021;HLP,LLCER;Licence Sciences de l éducation;805;373.0;151
2021;HLP,LLCER;Licence L.AS;5088;154.0;41
2021;HLP,LLCER;BUT Service;1174;276.0;134
2021;HLP,LLCER;BTS Production;123;20.0;7
2021;HLP,LLCER;Ecoles d'ingénieurs;6;1.0;0
2021;HLP,LLCER;CUPGE;21;11.0;2
2021;LLCA,Art;Licence AES;1;0.0;0
2021;LLCA,Art;Licence Archéologie, Ethno, Préhistoire, Anthropologie;1;1.0;0
2021;LLCA,Art;Licence Chimie;0;0.0;0
2021;LLCA,Art;Licence Formation générale aux métiers de l ingénieur;0;0.0;0
2021;LLCA,Art;Licence Histoire;9;7.0;3
2021;LLCA,Art;Licence Pluri Sciences;0;0.0;0
2021;LLCA,Art;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2021;LLCA,Art;Licence Sciences de gestion;0;0.0;0
2021;LLCA,Art;Licence Sciences de l information et de la communication;1;1.0;1
2021;LLCA,Art;Licence Sciences de l univers, de la terre, de l espace;0;0.0;0
2021;LLCA,Art;Licence Sciences de la vie, biologie, santé;0;0.0;0
2021;LLCA,Art;Licence Sciences juridiques;1;1.0;0
2021;LLCA,Art;Licence L.AS;6;0.0;0
2021;LLCA,Art;BTS Agricole;1;1.0;1
2021;LLCA,Art;CPGE L;2;1.0;1
2021;LLCA,Art;Formations des écoles nationales vétérinaires;0;0.0;0
2021;LLCA,HGGSP;Licence Archéologie, Ethno, Préhistoire, Anthropologie;5;3.0;1
2021;LLCA,HGGSP;Licence Arts;5;4.0;2
2021;LLCA,HGGSP;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;LLCA,HGGSP;Licence Langues et littératures étrangères;14;11.0;4
2021;LLCA,HGGSP;Licence Mathématiques;0;0.0;0
2021;LLCA,HGGSP;Licence Physique;0;0.0;0
2021;LLCA,HGGSP;Licence Pluri Droit - Sciences éco - AES;1;0.0;0
2021;LLCA,HGGSP;Licence Pluri Sciences;2;0.0;0
2021;LLCA,HGGSP;Licence STAPS;3;0.0;0
2021;LLCA,HGGSP;Licence Sciences de l univers, de la terre, de l espace;0;0.0;0
2021;LLCA,HGGSP;BUT Production;3;0.0;0
2021;LLCA,HGGSP;BTS Production;0;0.0;0
2021;LLCA,HGGSP;BTS Service;14;7.0;5
2021;LLCA,HGGSP;CPGE L;39;35.0;19
2021;LLCA,HGGSP;CUPGE;1;0.0;0
2021;LLCA,HLP;Licence Philosophie, Epistémologie;53;36.0;12
2021;LLCA,HLP;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;LLCA,HLP;Licence Sciences de l information et de la communication;11;4.0;1
2021;LLCA,HLP;D.E  social;7;2.0;2
2021;LLCA,HLP;Autres formations;59;21.0;13
2021;LLCA,HLP;DCG;4;3.0;1
2021;LLCA,HLP;Formations des écoles nationales vétérinaires;0;0.0;0
2021;LLCA,LLCER;Licence Archéologie, Ethno, Préhistoire, Anthropologie;3;2.0;0
2021;LLCA,LLCER;Licence Histoire;22;19.0;5
2021;LLCA,LLCER;Licence Philosophie, Epistémologie;2;2.0;0
2021;LLCA,LLCER;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;LLCA,LLCER;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2021;LLCA,LLCER;Licence STAPS;3;0.0;0
2021;LLCA,LLCER;Licence Sciences et technologies industrielles;0;0.0;0
2021;LLCA,LLCER;Licence Sciences religieuses;0;0.0;0
2021;LLCA,LLCER;PASS;2;1.0;1
2021;LLCA,LLCER;CPGE L;27;19.0;9
2021;LLCA,Maths;Licence Langues et littératures étrangères;4;4.0;3
2021;LLCA,Maths;Licence Mathématiques et informatique;0;0.0;0
2021;LLCA,Maths;Licence Physique et chimie;0;0.0;0
2021;LLCA,Maths;Licence Pluri Lettres - Sciences du langage - Arts;1;1.0;0
2021;LLCA,Maths;Licence Psychologie, Sciences cognitives;2;1.0;1
2021;LLCA,Maths;Licence Sciences et technologies industrielles;0;0.0;0
2021;LLCA,Maths;CPGE ECG;1;1.0;0
2021;LLCA,Maths;D.E  social;0;0.0;0
2021;LLCA,Maths;Sciences po;1;0.0;0
2021;LLCA,NSI;Licence LEA;1;1.0;0
2021;LLCA,NSI;Licence Langues et littératures étrangères;1;1.0;1
2021;LLCA,NSI;Licence Physique et chimie;0;0.0;0
2021;LLCA,NSI;Licence Sciences de l éducation;0;0.0;0
2021;LLCA,NSI;Licence Sciences politiques;0;0.0;0
2021;LLCA,NSI;Licence L.AS;0;0.0;0
2021;LLCA,NSI;BUT Production;1;1.0;1
2021;LLCA,NSI;D.E  social;0;0.0;0
2021;LLCA,NSI;D.E sanitaire;0;0.0;0
2021;LLCA,NSI;Ensemble des bacheliers;2;2.0;2
2021;LLCA,Physique-Chimie;Licence Arts;0;0.0;0
2021;LLCA,Physique-Chimie;Licence Formation générale aux métiers de l ingénieur;0;0.0;0
2021;LLCA,Physique-Chimie;Licence Génie civil;0;0.0;0
2021;LLCA,Physique-Chimie;Licence Pluri Sciences;0;0.0;0
2021;LLCA,Physique-Chimie;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;LLCA,Physique-Chimie;Licence Pluri Sciences humaines et sociales;0;0.0;0
2021;LLCA,Physique-Chimie;Licence Sciences de l information et de la communication;0;0.0;0
2021;LLCA,Physique-Chimie;Licence Sciences du langage - Linguistique;0;0.0;0
2021;LLCA,Physique-Chimie;Licence Sciences et technologies industrielles;0;0.0;0
2021;LLCA,Physique-Chimie;Licence Sciences politiques;0;0.0;0
2021;LLCA,Physique-Chimie;BTS Production;1;0.0;0
2021;LLCA,Physique-Chimie;CPGE ECG;0;0.0;0
2021;LLCA,Physique-Chimie;Autres formations;1;1.0;1
2021;LLCA,Physique-Chimie;CUPGE;0;0.0;0
2021;LLCA,Physique-Chimie;DCG;0;0.0;0
2021;LLCA,Physique-Chimie;Formations des écoles nationales vétérinaires;0;0.0;0
2021;LLCA,SES;Licence Arts;0;0.0;0
2021;LLCA,SES;Licence Géographie;1;1.0;0
2021;LLCA,SES;Licence Langues et littératures françaises;2;2.0;0
2021;LLCA,SES;Licence Physique et chimie;0;0.0;0
2021;LLCA,SES;Licence Pluri Langues;0;0.0;0
2021;LLCA,SES;Licence Pluri Lettres - Sciences du langage - Arts;1;0.0;0
2021;LLCA,SES;Licence Sciences de l univers, de la terre, de l espace;0;0.0;0
2021;LLCA,SES;Licence Sciences juridiques;6;4.0;4
2021;LLCA,SES;Licence Sciences politiques;0;0.0;0
2021;LLCA,SES;Licence L.AS;11;0.0;0
2021;LLCA,SES;D.E sanitaire;2;0.0;0
2021;LLCA,SES;Autres formations;3;1.0;0
2021;LLCA,SES;CUPGE;0;0.0;0
2021;LLCA,SES;Sciences po;0;0.0;0
2021;LLCA,SES;Ensemble des bacheliers;18;16.0;16
2021;LLCA,SVT;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2021;LLCA,SVT;Licence Informatique;0;0.0;0
2021;LLCA,SVT;Licence Langues et littératures françaises;4;4.0;1
2021;LLCA,SVT;Licence Langues et littératures étrangères;2;1.0;1
2021;LLCA,SVT;Licence Physique et chimie;0;0.0;0
2021;LLCA,SVT;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2021;LLCA,SVT;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;LLCA,SVT;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2021;LLCA,SVT;Licence Psychologie, Sciences cognitives;4;2.0;1
2021;LLCA,SVT;Licence STAPS;3;1.0;1
2021;LLCA,SVT;Licence Sciences juridiques;4;2.0;0
2021;LLCA,SVT;BTS Production;1;1.0;0
2021;LLCA,SVT;CPGE L;1;1.0;0
2021;LLCA,SVT;CPGE S;1;0.0;0
2021;LLCA,SVT;Formations d'ART;2;1.0;1
2021;LLCA,SVT;Autres formations;4;1.0;0
2021;LLCA,SVT;Sciences po;0;0.0;0
2021;Maths,HGGSP;Licence Archéologie, Ethno, Préhistoire, Anthropologie;146;82.0;13
2021;Maths,HGGSP;Licence Langues et littératures françaises;244;173.0;26
2021;Maths,HGGSP;Licence Mathématiques;367;190.0;57
2021;Maths,HGGSP;Licence Mécanique, Génie mécanique, Ingénierie mécanique;4;2.0;1
2021;Maths,HGGSP;Licence Physique et chimie;30;1.0;0
2021;Maths,HGGSP;Licence Pluri Langues;19;10.0;4
2021;Maths,HGGSP;Licence Pluri Sciences;34;21.0;2
2021;Maths,HGGSP;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;19;4.0;1
2021;Maths,HGGSP;Licence Pluri Sciences économiques - Gestion;1285;881.0;139
2021;Maths,HGGSP;Licence Sciences de gestion;511;304.0;66
2021;Maths,HGGSP;Licence Sciences politiques;1852;642.0;173
2021;Maths,HGGSP;Licence Sciences religieuses;1;1.0;0
2021;Maths,HGGSP;PASS;161;54.0;22
2021;Maths,HGGSP;BTS Production;188;74.0;31
2021;Maths,HGGSP;BTS Service;869;423.0;129
2021;Maths,HGGSP;Formations des écoles nationales vétérinaires;5;0.0;0
2021;Maths,HLP;Licence AES;49;29.0;11
2021;Maths,HLP;Licence Arts;147;107.0;39
2021;Maths,HLP;Licence Chimie;15;7.0;2
2021;Maths,HLP;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Maths,HLP;Licence Formation générale aux métiers de l ingénieur;8;0.0;0
2021;Maths,HLP;Licence Histoire;128;95.0;20
2021;Maths,HLP;Licence Philosophie, Epistémologie;274;192.0;40
2021;Maths,HLP;Licence Physique et chimie;9;2.0;0
2021;Maths,HLP;Licence Pluri Droit - Sciences éco - AES;2;1.0;0
2021;Maths,HLP;Licence Pluri Lettres - Langues - Sciences humaines;97;71.0;8
2021;Maths,HLP;Licence Pluri Lettres - Sciences du langage - Arts;59;41.0;6
2021;Maths,HLP;Licence Pluri Sciences économiques - Gestion;77;45.0;5
2021;Maths,HLP;Licence Psychologie, Sciences cognitives;289;200.0;89
2021;Maths,HLP;Licence Sciences économiques;31;16.0;3
2021;Maths,HLP;CPGE ECG;103;68.0;20
